0.63311,-1.71313,-0.48056,-0.32540,-0.05102,0.05634,-1.63462,-0.58081,0.70627,-2.06938,-0.21546,0.73269,-0.90119,-0.18304,-0.22969,1.20261,-0.58236,0.07816,0.27928,-0.13552,-1.32590,-0.68127,-0.11812,-1.05947,1.11033,0.63177,-0.36083,-1.51566,-1.16140,0.26579,0.25624,1.53311,1.31406,0.23265,-0.24270,3.14820,0.37319,1.01635,0.49001,-0.78519,0.40463,-0.64281,-1.16330,-1.52408,0.49713,-0.57720,0.81298,-1.40475,1.03210,-1.11456,0.39696,0.68641,0.83662,1.67959,0.27902,-1.08914,0.31754,-1.04589,0.70594,-1.01451,0.16289,-2.14770,-1.10688,-0.42686,-0.34658,2.74746,0.08802,0.89570,3.64525,-1.64711,-0.53509,-1.67558,-0.57406,0.06888,0.21951,-1.31111,-0.80234,-0.34772,1.32710,0.89608,-1.43502,-1.62001,1.84338,2.32262,0.45092,-0.29846,0.94015,-0.59579,-0.42215,0.98530,-0.42432,0.69346,0.49371,-0.15578,1.02650,0.48640,0.32758,-2.28887,-0.00430,-0.39673,-6.07560
0.82710,-0.45099,0.62209,-0.24694,0.53069,0.84492,0.37463,-0.61650,-0.00887,0.51328,0.41340,0.37767,1.30358,-0.58116,-0.18531,-0.17572,0.25872,-0.87778,0.02458,0.03987,0.63941,-0.28241,-0.43237,-0.09611,0.24497,0.66663,0.44085,0.12612,1.24152,-0.66242,0.23944,-0.81622,0.44521,-0.30405,-0.23741,-0.23631,-0.44785,1.01168,-1.34409,0.66652,-0.30048,0.53597,0.10963,0.16110,0.25762,0.76975,-0.50040,-0.61266,-1.84183,-2.39878,-0.61082,-0.86775,1.03823,-1.23312,0.77615,-1.28391,0.35976,0.62032,-1.25690,0.74648,0.12052,0.37317,-1.52297,0.37385,0.55736,0.12840,-1.27420,0.16229,-0.91233,0.40950,2.41323,1.74353,-0.90863,0.55112,-0.55352,1.22411,1.24888,0.49778,-2.61047,-0.44494,-0.62994,-1.05975,-0.23108,0.55962,-1.93358,0.19482,0.78195,1.50718,-2.24222,0.65611,0.28524,1.12702,0.53821,1.69800,0.65812,0.18004,0.31097,0.42096,0.43610,-0.09575,4.03525
-0.25135,-0.22821,-0.65147,0.52365,-0.58971,0.02787,0.27812,0.21289,1.08754,-0.28801,-0.21526,-0.84764,2.06525,-2.04393,-1.47389,-0.61636,-0.98517,-0.16728,-2.71833,0.67185,-0.96234,-0.32278,-0.96185,-0.07406,0.78490,0.96722,0.15780,0.46700,-1.54498,1.02132,-0.95954,-0.26253,-0.67031,0.46847,0.93542,0.86603,-0.27115,2.14679,-0.73181,0.61355,-1.20913,0.84369,-0.49375,-0.48290,0.97895,-0.77086,-0.13163,-2.30351,2.38755,0.70359,-0.71475,1.07074,1.60833,0.26299,0.82748,-0.74095,-0.56533,0.28885,-1.90869,0.71372,0.87427,1.89452,-0.61485,0.28921,0.87624,1.17570,0.96474,0.38616,0.59714,1.43715,0.69906,-0.25996,-0.02497,0.89462,-0.17115,0.03953,0.05141,0.04699,0.13970,0.00526,0.07793,1.03065,-0.02318,-0.91636,-0.51756,0.61838,-0.10289,0.87695,-0.35541,0.27075,-1.26750,-0.08484,0.00259,1.98580,0.39629,-1.37305,1.66343,-1.25645,-0.41212,0.78800,-3.57768
0.46192,0.16546,2.87388,-0.65411,0.76601,1.54346,-1.08101,-1.00728,-0.01883,0.41995,0.26194,-0.41992,-0.56207,-0.37278,-0.11939,0.88401,-0.30215,0.81388,-0.58731,-0.82518,1.38411,-1.12268,-1.87903,-0.91950,0.69824,-0.65718,-0.60605,-0.85691,-1.22148,-0.45823,-0.54078,0.31916,-0.08097,-1.00804,-0.79483,-1.50828,1.51594,-1.15653,-1.88744,1.61619,-0.34323,-1.43520,0.70937,-0.17599,0.97283,1.64001,0.40771,-0.48040,0.06547,-0.53157,1.28731,0.66404,-0.39774,1.03520,0.48371,1.11088,1.90023,0.21095,-0.10749,0.15703,-0.54288,-0.65221,-0.97200,-1.30440,-0.99146,-0.80900,-0.73219,1.80463,0.50397,1.62057,-0.32353,0.66675,0.99784,0.46672,-0.08824,-0.12863,-0.38556,-0.18563,-1.57251,0.93577,-0.15533,-0.49340,0.16644,-1.38636,0.50918,-0.56341,1.68556,-0.93764,0.13092,-0.43440,0.35208,0.72389,1.27442,-0.69487,0.47128,0.54426,1.18577,0.00389,0.90909,1.44143,-1.01789
-1.50107,2.05339,0.03820,0.27116,-0.07920,-0.53648,0.32249,-0.57844,-0.66211,-0.73749,0.00810,1.26427,0.17536,-0.20010,0.08105,1.08768,-0.28495,-0.63148,1.42577,1.19753,1.54619,-0.25503,-0.70374,-0.34825,-0.92712,-0.13380,0.99261,0.81737,-0.66268,-1.38345,0.45165,-2.00138,0.23537,-0.27593,0.64086,-0.81845,-1.78976,0.64027,-0.11409,-1.10615,-0.12953,-1.04259,-1.02036,-0.10068,-0.51094,-0.27448,0.71896,-1.32730,0.93894,-0.76464,2.23336,-0.86382,-0.65089,0.08485,0.90080,1.98249,-0.35021,-0.53850,0.86431,2.35166,-1.38622,-2.10261,1.57457,-0.34331,-0.75468,-0.32853,0.88273,-1.01718,-1.61447,0.87256,0.09007,-0.11993,-1.11499,-0.52193,2.52421,-0.28771,-0.92082,-0.09782,0.46356,0.92360,-0.13671,-2.38432,-0.05508,-1.12386,0.26391,-0.93397,-1.35986,0.05046,0.22432,2.95267,0.32518,0.07916,-0.34523,1.09813,1.78102,-1.06170,-1.74101,1.96249,-0.86213,-1.88139,4.54025
0.45509,1.18442,-0.20823,2.04533,0.66177,2.60559,-0.67817,-0.18986,-0.05076,-0.77909,-1.82833,-0.18955,0.33445,-0.04182,-2.08715,0.88033,0.98313,0.32202,1.46305,-0.78810,1.65936,1.76341,1.08591,-0.75524,-0.29620,0.79354,0.93355,-1.36155,0.73698,1.54554,-1.44311,1.30304,-0.24827,0.28165,0.55022,0.92164,-0.14766,-0.06048,1.55473,-0.45296,0.56526,-2.25463,1.96684,-0.85885,0.99665,1.70066,-0.26147,0.10620,0.87128,1.32996,0.80722,1.43988,-0.02131,1.05094,1.07655,-0.31741,-0.15602,0.83041,0.43188,-0.00121,-0.74314,-1.76185,0.95219,0.40314,-1.01954,-1.17297,-0.48024,0.21772,-1.29565,0.39340,-0.15020,-0.24785,0.52526,-0.48125,-0.69219,-0.37800,-0.56697,-0.38322,0.47339,-0.35589,1.32741,-0.01735,0.97001,0.86752,1.16502,0.02068,0.32658,0.18281,0.46910,-1.26146,-0.23372,-1.33267,-0.54836,-0.34402,-0.35569,-1.49699,0.71723,-1.57710,-1.35554,-0.12910,4.32485
0.69030,0.07550,2.02757,-0.53777,0.18609,-0.54842,-0.50200,-0.73957,0.07258,0.21922,-0.05156,0.73666,-0.41488,-0.21780,0.84112,0.19211,-0.29035,0.05211,0.66753,-0.31302,0.17074,-0.13077,0.84111,0.27211,-0.60038,-0.53447,-1.46444,1.20253,1.86654,0.75640,-1.43144,-2.01681,1.86301,0.01675,-0.06498,2.65561,-1.02526,2.86386,1.69133,-0.36432,-0.46932,-1.07653,0.30489,0.81498,0.49073,-0.07144,-0.43765,-0.54810,0.43654,2.61389,0.23718,1.88428,-0.27129,0.70753,-0.27916,0.57664,0.09367,-1.87481,0.33220,1.21440,-2.45719,0.76690,0.53429,0.23631,-0.09972,-0.45433,-0.52728,0.38176,-1.19495,-1.19858,-0.04954,0.51681,1.21725,0.84085,-0.83954,-0.07114,1.24822,1.06114,0.74434,0.94371,0.55290,0.27245,-0.08104,-0.11903,-1.65579,0.39061,0.09307,-0.95356,-0.99334,-0.29614,1.95599,-0.74330,-1.37494,-0.90989,-0.58374,0.02422,-0.48480,-1.09959,-0.47953,0.53286,1.46065
-0.26818,0.21585,-0.06297,1.20177,0.32266,-0.58811,0.09252,-0.88079,1.37995,1.24720,-0.77258,-0.81603,0.67138,1.88192,0.12208,0.47383,-1.37821,-0.55501,-0.46036,1.24533,0.50112,-0.27363,0.20853,-0.26049,-0.36464,-0.01679,0.23489,-0.27965,0.27848,-0.44541,0.19182,0.38574,1.03189,-1.37136,0.02423,-1.72027,-0.58601,-0.38709,0.77927,0.42265,-0.16027,-1.48219,1.13812,0.90546,-2.23710,0.54614,0.18261,0.38278,1.73827,-1.00339,-0.65098,-1.85077,0.22694,0.66034,-0.37169,-0.16319,1.31347,-0.33879,0.45387,0.68386,0.90827,-1.12499,-0.87638,-1.94397,-1.00686,0.01848,1.62572,-0.86723,2.10763,-0.27791,-0.29353,0.67709,0.52426,0.16756,-0.62604,-0.67956,-1.48026,0.05493,-0.08736,-1.06045,-0.23554,1.79913,-1.08132,1.01287,0.06256,-1.25953,2.81388,-0.44700,-0.33722,-1.78197,1.03151,1.18897,-0.95665,-1.19294,-0.22730,0.41265,-1.49901,0.88517,-1.01026,-0.07336,-0.65873
-0.20395,0.15108,1.99116,1.03119,-0.48764,-0.05033,1.53865,-1.01681,0.18290,0.47514,-0.54160,0.07804,-2.42651,1.60790,0.57686,1.60028,-0.47405,-0.85749,2.19274,-0.06365,-2.50464,0.37174,-0.85455,1.25437,0.69521,-0.48030,0.89639,0.70429,-0.14765,-0.27096,-0.61066,0.69017,-1.13122,-1.81432,1.81148,-0.21449,0.26520,2.02208,-0.70172,1.71976,0.23886,0.45023,0.82270,-0.78955,-0.55417,-0.72729,-0.22810,0.56298,-0.20091,-0.78506,0.81257,-0.78846,0.80905,-0.09815,-0.94485,0.07337,-0.67671,0.42787,1.33333,-1.66511,0.46283,0.33779,1.62761,-0.41099,-0.02340,0.31913,0.20073,-0.31413,0.75993,-1.39217,1.59779,0.28040,1.36239,-0.37701,-1.73000,-0.84460,0.03611,-0.40696,1.23126,0.57233,0.47054,0.25930,-0.44288,-0.14349,-0.31200,-0.37041,-0.14791,-1.93875,-0.30713,-0.53046,0.01647,0.56231,1.30479,-0.23676,0.05368,1.11220,0.16098,-0.25938,0.94406,0.55151,2.24385
0.94471,-1.84272,-1.55428,-0.22031,1.68816,1.01132,1.87294,0.22851,0.36490,0.92768,1.03479,-1.08256,0.25754,-0.75552,-0.17363,-0.43196,0.35987,0.32513,0.56704,-1.12016,0.31023,0.09670,-1.40536,-0.64675,0.04129,-1.23956,1.50160,1.18936,1.17827,1.04966,0.46904,-0.11073,1.04325,-0.24484,-0.07849,0.31324,-0.55377,0.06329,0.57762,-0.76110,-0.64383,-2.14947,-2.48849,0.11935,-0.71132,-2.49430,-1.12588,-1.86276,-0.87678,0.33497,0.30467,-1.13613,0.83555,0.34258,-0.02669,-0.52257,-0.58423,-0.24862,1.96433,0.24569,0.85728,1.08090,0.98007,0.40181,-1.69053,-0.17682,1.78803,-1.14755,-0.31109,-0.54186,-0.19552,0.94612,-0.31338,0.36856,-0.56563,0.67072,-1.05117,-0.01917,-0.22282,-2.10130,-0.64165,-1.51578,0.62503,-0.87033,-0.29548,0.09449,-1.99865,-0.08648,1.44118,1.40086,0.27725,-1.92978,1.56821,-2.05344,1.06001,-1.13327,-0.66880,-0.21834,0.55432,0.71028,3.15486
